City,Country,latitude,longitude,n_incidents,n_kill
Isesaki,Japan,36.311364,139.19677,1,0
Reghaia,Algeria,36.74,3.34,2,5
Masala,Zambia,0,0,1,0
Ukuma,Angola,-12.855348,15.064346,1,7
Lhasa,China,29.657978,91.1011,2,0
Arai Mila,India,26.158435,94.562443,1,3
Tasikmalaya,Indonesia,-7.327954,108.214104,3,5
Ghisoni,France,42.103512,9.213772,1,0
Inchanga,South Africa,-29.693899,30.671902,2,11
"Zinedine, Ain Defla P.",Algeria,36.263723,1.963505,1,0
"Ohamnia, Ain Defla P.",Algeria,36.184028,2.244028,1,28
Rakhal Dubi,India,26.091018,90.419588,1,0
Filfil,Eritrea,15.6144,38.926148,1,6
Sansapani,India,26.200604,92.937574,1,33
Bethan,Nepal,27.493003,85.824033,1,5
Tulsa,United States,36.149745,-95.993334,6,0
Leavenworth,United States,39.31927,-94.915599,1,0
Tascon,Colombia,0,0,1,8
Lagoa,Nigeria,6.618911,3.305532,1,0
Ben Achour,Algeria,36.813267,5.751706,2,39
Olifantsnek,South Africa,-25.788589,27.243518,1,0
Marikana,South Africa,-25.698749,27.474725,2,1
Penagos,Spain,43.339285,-3.805301,4,0
Al Khabar,Algeria,0,0,1,7
Ilok,Croatia,45.222222,19.376944,1,0
Olmeto,France,41.716815,8.917616,3,0
Karakagudem,India,18.035433,80.577982,1,18
Ningthoukom,India,0,0,1,6
San Miguel Totolapan,Mexico,18.158959,-100.390648,1,8
La Margarita,Colombia,5.958333,-76.0075,1,18
Kachchai,Sri Lanka,9.6525,80.204444,1,8
Tabainat,Algeria,0,0,1,14
Haouch Englise,Algeria,0,0,1,5
Djebel Koukou,Algeria,36.04051,2.96136,1,9
Gaitania district,Colombia,3.09048,-75.67288,1,5
Ourilandia do Norte,Brazil,-6.753298,-51.086238,1,3
Santa Barbara Highway,Honduras,15.120279,-88.401604,1,0
Anan,Lebanon,33.568056,35.508889,1,0
San Juan Cosala,Mexico,20.288475,-103.333606,1,0
Srbica,Yugoslavia,42.746667,20.788611,10,2
Poggio Marinaccio,France,42.43559,9.354621,1,0
Montesorro,France,42.676389,9.43571,2,0
Sidi Abdelaziz,Algeria,36.854655,6.052698,4,88
Datu Odin Sinsuat district,Philippines,7.182325,124.215714,2,0
Nyamugali,Rwanda,-1.573895,29.867088,1,24
Fortaleza,Brazil,-3.73227,-38.526529,1,0
Rohtak,India,28.8909,76.5796,2,0
Baba Ali,Algeria,36.663341,3.055873,1,15
Musanze,Rwanda,-1.503479,29.632586,2,21
Pinamar,Argentina,-37.10268,-56.865364,1,1
Saint-pee-sur-nivelle,France,43.356582,-1.550488,2,0
Vegachi,Colombia,6.77467,-74.799707,4,2
Thatta,Pakistan,24.750996,67.925865,4,2
Oued El Alleug,Algeria,36.55,2.783333,2,1
Vagado,Colombia,0,0,1,10
Rengasdengklok,Indonesia,-6.159167,107.298056,1,0
Loznica,Yugoslavia,44.533333,19.225833,1,0
Haduch Benouar,Algeria,0,0,1,7
Chula Vista,United States,32.6409,-117.084279,1,0
Kampanga,Rwanda,-1.448369,29.576408,2,6
Nerva,Spain,37.69511,-6.550632,2,0
Panjipora,India,26.143141,88.02408,1,5
Obigarm,Tajikistan,38.71731,69.70885,1,0
Shantinagar,Pakistan,30.252778,71.986111,2,2
Almetyevsk,Russia,54.9,52.3,1,2
Ban Kawma Lekho,Thailand,17.284503,98.286948,1,0
Gajevi,Bosnia-Herzegovina,44.808929,18.644956,1,0
Samlot,Cambodia,12.621172,102.859,1,0
Los Catios,Colombia,7.666672,-76.999989,1,6
Damous,Algeria,36.54933,1.70577,3,7
Silay,Philippines,10.756452,123.089593,1,1
Ottamawadi,Sri Lanka,7.915712,81.521285,6,15
Harer,Ethiopia,9.291957,42.174847,2,4
Jarul Racha,India,0,0,1,17
Kuruwita,Sri Lanka,6.82184,80.361508,1,2
Sungavila,Sri Lanka,8.070638,81.08887,1,15
Pyuthan,Nepal,28.099949,82.865991,3,1
Sidi Ali,Algeria,36.309255,2.800806,1,64
Kom Al-Zuheir,Egypt,27.981111,30.808056,1,10
Anlong Veng,Cambodia,14.233333,104.083333,2,22
Roangehari,Bangladesh,0,0,2,6
Sahima,Ecuador,0,0,1,0
Purbarama Chandraghat,India,0,0,1,15
Gorangatilla,India,0,0,1,0
Jalalpur Pirwala,Pakistan,29.504601,71.221427,1,1
Jarapa district,Peru,-12.950681,-74.56077,1,2
Mugara,Burundi,-4.03862,29.529689,1,13
Kwaymong,Thailand,0,0,1,5
Nowgam,India,34.026206,74.824394,3,6
Kibungo,Rwanda,-2.150319,30.543589,1,21
Ambeno,Indonesia,-9.296778,124.282588,1,1
Bushenyi,Uganda,-0.487092,30.20511,1,5
Souaghi,Algeria,36.12458,3.26446,2,3
Tablat,Algeria,36.41282,3.31007,2,5
Sidi Bouzid,Algeria,35.949479,0.450046,2,0
Seif Dahas,Algeria,0,0,1,18
Sandovalina district,Brazil,-22.455612,-51.765336,1,0
Arusha,Tanzania,-3.373004,36.68509,7,8
Pagalungan,Philippines,7.056056,124.697846,6,1
Kahima,Zaire,0,0,1,11
Bahugund,India,0,0,1,0
Jahanian,Pakistan,30.039305,71.816372,1,1
Sibate,Colombia,4.491367,-74.260486,2,5
Nowpora,India,34.095217,74.636749,3,3
Gretabal,India,34.257222,74.686111,1,3
Waoi Al-Dabaat,Yemen,0,0,1,0
Yining,China,43.910881,81.318657,1,0
Prizren,Yugoslavia,42.213725,20.746103,5,2
Buruhukiro,Burundi,-3.995887,29.515016,1,2
Tirukkalkudah,Sri Lanka,8.541447,81.192318,1,5
Palenque,Mexico,17.51003,-91.981496,1,2
Lomas Aisladas,Colombia,7.653333,-76.960278,1,1
Magui,Colombia,1.932346,-78.2,1,0
Angers,France,47.478419,-0.563166,1,0
Etzatlan,Mexico,20.76541,-104.078886,1,0
San Pedros de los Milagros,Colombia,6.462815,-75.556382,1,5
Sultan Naga Dimaporo,Philippines,7.795254,123.720478,1,1
Novi Sad,Yugoslavia,45.251667,19.836944,2,1
Sandy,United States,40.564938,-111.839048,2,0
Ezbet Dawoud,Egypt,30.874131,31.15334,1,13
Presov,Slovak Republic,49.001675,21.24003,1,0
Tomislavgrad,Bosnia-Herzegovina,43.718056,17.226667,1,0
Irbic,Iraq,0,0,1,0
Nadterechny district,Russia,43.549202,45.229315,1,0
Bakersfield,United States,35.373222,-119.018793,1,0
Elbasan,Albania,41.11679,20.092722,3,2
Galan district,Colombia,6.63797,-73.28621,1,0
Bandarban,Bangladesh,22.195432,92.219739,2,0
Ouled Antar,Algeria,35.94725,2.602311,1,32
Buganda district,Burundi,-2.961686,29.194196,1,135
Travnik,Bosnia-Herzegovina,44.226667,17.670556,4,1
Sangrampur,India,26.491815,84.684478,2,7
Talia,Lebanon,33.936693,36.096846,1,1
Ouzra,Algeria,36.254167,2.847222,4,31
San Pedro Yepocapa,Guatemala,14.5,-90.95,1,2
Xalpatlahuac,Mexico,17.472093,-98.606563,1,2
Kab,India,25.388769,84.790295,1,10
Hasimpur,Bangladesh,25.848339,88.941387,1,0
Tuxtepec,Mexico,18.088243,-96.1232,1,1
M'lang,Philippines,6.949288,124.884481,8,7
Carmen de Bolivar,Colombia,9.71809,-75.12097,2,4
Hattingen,Germany,51.399064,7.187613,1,0
Prome,Myanmar,18.822124,95.219736,3,0
South Lake Maracaibo district,Venezuela,9.14764,-71.830646,2,0
Kline,Yugoslavia,42.621667,20.577778,1,2
Domingag,Philippines,0,0,1,1
Palauig,Philippines,15.45662,119.957276,1,7
Wilmslow,United Kingdom,53.321164,-2.237698,1,0
Sauk,Albania,41.3,19.833333,2,4
Altamirano,Mexico,19.094333,-96.332427,2,1
Um Dafuq,Sudan,10.41861,23.416846,1,0
Puerto Coca,Colombia,8.499327,-74.326487,1,4
Moriani,France,42.374887,9.529963,3,0
Kinama,Burundi,-3.375828,29.364107,3,6
Yacharam,India,17.044722,78.665278,1,2
Laguna El Tigre,Guatemala,17.5856,-90.93472,1,0
Thalit,Algeria,35.832368,2.670058,1,52
Titina Tiwar,Panama,8.750039,-77.616676,2,2
Fredville,South Africa,-29.690945,30.671688,2,2
Ber,Mali,16.840216,-2.523311,5,3
Jalazoun,West Bank and Gaza Strip,31.951788,35.212499,1,0
Bozeman,United States,45.679325,-111.033184,1,0
Sidi Abdelkrim,Algeria,36.02937,1.81168,1,2
Kraljevska Sutjeska,Bosnia-Herzegovina,44.118889,18.198889,1,0
Pekalongan,Indonesia,-6.882887,109.669998,1,0
Ain El Hadid,Algeria,35.05783,0.88479,1,15
Kharbatha,West Bank and Gaza Strip,31.945115,35.071975,1,0
Labworomor,Uganda,2.579947,32.440047,1,0
Urbana,United States,40.11727,-88.204489,1,0
Heliconia,Colombia,6.20781,-75.73436,2,6
Cervione,France,42.33107,9.490362,2,0
La Ceira,Guatemala,0,0,1,0
Sigaluh,Indonesia,-7.429062,109.776067,1,0
Binangun,Indonesia,-7.672885,109.270992,1,0
Wonosobo,Indonesia,-7.362109,109.899399,1,0
Kerja,Iraq,0,0,1,4
Kfar Ezion,West Bank and Gaza Strip,31.649395,35.11554,2,2
Urus-Martan district,Russia,43.03908,45.487556,1,0
Kuytun,China,44.426529,84.903267,2,22
Killyvilly,United Kingdom,54.355196,-7.595931,1,0
Menaa,Algeria,35.182508,6.006775,1,22
Varadero,Cuba,23.187726,-81.175976,2,0
Copan Ruinas,Honduras,14.897797,-88.93153,2,2
Allenby,West Bank and Gaza Strip,31.871743,35.537848,1,0
Ch'ab Mohammed,Algeria,29.55033,-2.38194,1,36
Lodhram,Pakistan,29.538217,71.630119,1,1
Mailsi,Pakistan,29.803263,72.17424,1,3
Quebrada Eteramazama,Bolivia,-16.283333,-65.383333,2,4
Antananarvio,Madagascar,-18.92232,47.51724,1,0
Uk. Algiers,Algeria,36.763763,3.055413,1,21
Balogna,France,42.17796,8.777345,1,0
L'Ile Rousse,France,42.63651,8.937046,2,2
Kayogoro,Burundi,-2.915247,29.623059,1,0
Calenzana,France,42.50754,8.855557,1,0
Udayn,Yemen,13.968159,44.035301,10,8
Ramban,India,33.242724,75.239159,6,7
Dmitrov,Russia,0,0,1,1
Berastegui,Spain,43.124029,-1.979426,1,0
Haouch Boughlef-Khemisti,Algeria,0,0,1,93
Armavir,Russia,45,41.116667,1,3
Nazranovskiy district,Russia,43.228362,44.8335,2,2
Betong,Thailand,5.773056,101.0725,7,10
Pau Brasil,Brazil,-15.462566,-39.652954,1,0
Khairpur Tameywela,Pakistan,29.579802,72.239387,1,9
Akiba,Indonesia,-4.28068,138.050537,1,2
Ta Per Poo,Thailand,0,0,1,1
Fort Davis,United States,30.588498,-103.894658,1,0
Dhamar,Yemen,14.597842,44.386803,15,10
Murambi,Rwanda,-1.812456,30.046277,2,18
Hajjah,Yemen,15.686525,43.597214,5,4
Rio Viejo,Colombia,8.588657,-73.840141,1,1
Saphermaina,India,0,0,1,9
Umm Qais,Jordan,32.655042,35.682998,1,0
Burewala,Pakistan,30.158762,72.682312,2,1
Mozdok district,Russia,43.645784,44.681995,1,2
Myiek,Myanmar,12.43844,98.60878,1,0
Ciervana,Spain,43.347655,-3.086152,1,1
Puerto Santander,Colombia,8.36291,-72.4081,2,2
Tetuan,Colombia,3.866737,-75.533432,1,6
Cienaga district,Colombia,11.01079,-74.25162,3,14
Sihanoukville,Cambodia,10.614029,103.529517,2,1
Khirbeh,Lebanon,34.587869,36.018328,1,0
Titay,Philippines,7.869644,122.562366,4,0
Mesa de Tigre,Venezuela,7.602222,-72.315,1,0
Dubie,Zaire,-8.56,28.540278,1,0
Tivoli Gardens,Jamaica,17.97117,-76.766808,1,5
Yakima,United States,46.604135,-120.507049,1,0
G.C.,Guatemala,14.622869,-90.529068,7,9
Makeni,Sierra Leone,8.871975,-12.037557,3,1
Rudna,Poland,51.510167,16.265608,1,1
Juanjui district,Peru,-7.180183,-76.726445,1,0
Pigcawayan,Philippines,7.279201,124.426993,2,5
Dhi Qar,Iraq,31.104229,46.362469,1,0
Ibadan,Nigeria,7.396389,3.916667,5,3
Dongguan,China,23.135618,113.301859,1,5
Randalstown,United Kingdom,54.748926,-6.315597,4,1
Rolpa district,Nepal,28.383435,82.648299,5,155
Bishenpur district,India,24.628724,93.761325,4,5
Onitcha,Nigeria,6.166667,6.783333,1,1
Onitsha,Nigeria,6.166667,6.783333,5,6
Laxmanpur,India,25.743076,85.455608,1,5
Tira,Israel,32.23551,34.952619,2,1
Gaseke,Rwanda,-1.767519,29.550641,1,3
Vila Nova,Angola,-12.638615,16.039174,2,15
San Pelayo district,Colombia,8.95778,-75.83766,1,8
Wangehuk,India,0,0,1,11
La Gabarra district,Colombia,8.998496,-72.897243,2,6
San Estanislao,Colombia,10.39841,-75.14921,1,0
Loikaw,Myanmar,19.674167,97.209167,4,1
Guatica,Colombia,5.315511,-75.800565,1,1
Djabara,Algeria,35.4025,0.21735,1,8
La Poza,Colombia,11.278611,-73.871944,1,0
Atoyac de Alvarez district,Mexico,17.311791,-100.298095,1,5
Puente Sogamoso,Colombia,7.245534,-73.784557,1,0
Fort Smith,United States,35.3846,-94.421299,1,0
Fizane,Algeria,0,0,1,14
Chenus,Algeria,0,0,1,1
Aeropuerto de Cucuta,Colombia,7.927696,-72.508479,1,1
Bakura,Algeria,0,0,1,14
La Gloria,Colombia,8.601686,-73.608184,3,0
San Luis de la Loma,Mexico,17.26988,-100.89231,1,0
Cumbal,Colombia,0.908611,-77.791389,1,0
Tinputz,Papua New Guinea,-5.55014,155.007525,2,0
illavalai,Sri Lanka,9.795275,79.989203,2,5
Cubara district,Colombia,7.000556,-72.108333,5,3
Handwara,India,34.399281,74.281273,16,26
Xalapa,Mexico,19.542624,-96.913744,2,3
Shkallnuer,Albania,41.290278,19.516944,1,0
Cacak,Yugoslavia,43.891389,20.349722,1,0
Durres,Albania,41.323056,19.441389,1,0
Anapoima,Colombia,4.54939,-74.53601,2,4
Nambol,India,24.713084,93.83844,5,7
Pueblo Nuevo Solistahuacán,Mexico,17.16028,-92.89976,1,6
Raya Morh,India,0,0,1,0
San Agustin Chayuco,Mexico,17.243485,-97.998586,1,0
Piparpati,Nepal,26.863234,85.076116,1,1
Luqa,Malta,35.859981,14.489218,1,0
Chamaru,India,31.104167,77.655,1,18
Kharkaya,Nepal,26.904307,87.930997,1,1
Nawalparasi district,Nepal,27.643148,83.890632,4,4
Sarai Sidhu,Pakistan,30.594998,71.969564,1,2
Tajna,Algeria,36.325456,1.137701,1,6
Nagua,Dominican Republic,19.374912,-69.849991,3,0
Cherifia,Algeria,36.50054,2.8927,1,12
Minga Guazu District,Paraguay,-25.530201,-54.829126,1,0
Hamad,Bahrain,26.118904,50.502213,9,1
La Feria,Colombia,4.77837,-73.03359,1,0
Gool Gulab Garh,India,33.258331,74.765406,1,3
Baru,Indonesia,0,0,1,1
Belt Yahoun,Lebanon,33.159038,35.421097,1,1
Glan,Philippines,5.821566,125.200949,2,1
Lurean,United Kingdom,54.463367,-6.328597,1,2
Puke district,Albania,42.05,19.9,1,0
Vlc. Bechar,Algeria,31.60799,-2.218952,1,11
Tecpan De Galeana,Mexico,17.219814,-100.631834,1,0
Jaouaza,Algeria,0,0,1,15
Margooz,India,0,0,1,5
Mouzaia,Algeria,36.466667,2.683333,5,29
Muza,Algeria,0,0,1,24
Dairat Labguer,Algeria,0,0,1,54
Ngara,Burundi,0,0,1,14
El Affroun,Algeria,36.46748,2.622849,4,29
El Guaimaro,Colombia,8.838333,-75.479722,1,2
Luf,Albania,42.014657,19.84222,1,1
Lezhe,Albania,41.783611,19.643611,1,3
Lazharia,Algeria,35.936139,1.559647,1,4
M Sila,Algeria,35.70018,4.545026,1,3
Khairpur Tameywala,Pakistan,29.579802,72.239387,1,1
Kibuye,Rwanda,-2.057429,29.349617,1,0
Fier,Albania,40.723889,19.556111,4,3
Bourouis,Algeria,36.177213,9.126143,1,6
Bagh,Pakistan,33.973127,73.791675,3,6
Kirovsky district,Russia,43.277717,44.397593,1,0
Gjirokaster,Albania,40.075833,20.138889,7,0
Lushnje,Albania,40.94194,19.705,1,0
Seghouane,Algeria,36.00129,2.90429,2,26
Torbino,Russia,58.580278,32.881944,1,5
Bundibudgyo,Uganda,0.707531,30.063635,1,0
Roskovec,Albania,40.7375,19.702222,1,0
Fier district,Albania,40.734122,19.579971,1,1
Solano district,Colombia,0.69905,-75.25521,1,5
Dera Ghazi Khan,Pakistan,30.034319,70.639676,9,117
Ofarim,West Bank and Gaza Strip,32.017861,35.042366,2,0
Vlore,Albania,40.466667,19.489722,6,1
Machareddi,India,18.331457,78.496504,1,4
Banihal,India,33.437013,75.193934,8,24
Nazran,Russia,43.2267,44.770569,131,110
La Union district,Colombia,4.53581,-76.10659,4,9
San Francisco de Macoris,Dominican Republic,19.3,-70.25,2,0
Larba,Algeria,36.56522,3.153934,5,116
Kirikkale,Turkey,39.839784,33.508878,3,6
Butama,Uganda,0.258052,30.52791,1,58
Majuli,India,27.001617,94.224298,2,1
Derya Khan,Pakistan,31.78409,71.105919,1,1
Frakkundi,Sri Lanka,0,0,1,0
Kijura,Uganda,0.816667,30.416667,1,3
Churachandpur district,India,24.346092,93.699904,9,42
Barranca Nueva,Colombia,10.195925,-74.936952,2,3
Pravoberezhny district,Russia,43.177422,44.6084,1,0
Kasito,Uganda,0,0,1,15
Caconda,Angola,-13.731519,15.066288,1,14
Ituango district,Colombia,7.172043,-75.763873,2,1
San Juan de la Maguana,Dominican Republic,18.806352,-71.228277,2,1
Bhaga Purana,India,30.685679,75.094003,1,4
Lloret de Mar,Spain,41.698785,2.847583,1,0
Hatatba,Algeria,35.266667,1.166667,1,8
Suzano,Brazil,-23.545321,-46.311625,1,1
P'shap'i,Georgia,42.88424,41.139628,1,20
Peqin,Albania,41.05,19.75,1,0
Cimabare,Burundi,-3.984241,29.547057,1,4
Kalutavakai,Sri Lanka,7.547243,81.787732,2,1
Balili,Algeria,0,0,2,14
Ksarel Boukhari,Algeria,35.885556,2.750833,1,1
Afir,Algeria,36.837629,3.995129,2,8
Fetha,Algeria,0,0,1,33
Douar Barague,Algeria,0,0,1,4
Douar Aziz,Algeria,36.502222,1.615834,1,7
Sirangahawatte,Sri Lanka,7.544444,80.696389,1,3
Zvornik,Bosnia-Herzegovina,44.386944,19.101389,3,2
Aghalee,United Kingdom,54.520695,-6.268073,2,1
Prijedor,Bosnia-Herzegovina,44.978981,16.70372,3,0
Thanlon,India,24.267516,93.283185,1,8
Kladanj district,Bosnia-Herzegovina,44.392349,18.69237,1,0
Maitum,Philippines,6.060563,124.495675,4,5
Diouloulou,Senegal,13.05,-16.6,1,2
Gradiska,Bosnia-Herzegovina,45.141111,17.25,2,0
El Bote,Nicaragua,13.265879,-85.516089,1,1
Quibdo district,Colombia,5.69224,-76.658093,3,5
Dayr Izbi,West Bank and Gaza Strip,31.917222,35.120833,1,0
Nyanza-Lac district,Burundi,-4.342097,29.599754,1,13
Noorpur,India,29.151119,78.41266,1,3
Masseque,Angola,0,0,1,6
Wokha,India,26.091035,94.258974,5,9
Old Jaffa,Israel,32.08297,34.811886,1,0
Tuscaloosa,United States,33.210435,-87.566214,1,0
Dolac,Yugoslavia,0,0,1,0
Hayut,Algeria,0,0,1,36
Kotor-Varos,Bosnia-Herzegovina,44.616944,17.371667,1,0
Bratunac,Bosnia-Herzegovina,44.1875,19.339444,1,0
Boum-Kebbir,Chad,10.329291,19.549417,1,2
Peshkopi,Albania,41.685,20.428889,1,3
Vlasenica,Bosnia-Herzegovina,44.181944,18.940556,1,0
Entrerios district,Colombia,6.567352,-75.51756,1,8
Maguinao,Philippines,15.021316,120.942444,1,0
Aouaria,Algeria,35.341428,-1.329882,1,22
Dhanderi,India,29.064778,75.886799,1,2
Badillo,Colombia,7.973864,-73.853844,2,7
Metmata,Algeria,35.666444,1.283792,1,45
Liquisa,Indonesia,-8.583333,125.35,1,3
Sahiwal,Pakistan,30.661385,73.108345,5,5
La Glaciere,Algeria,36.732288,3.124145,1,4
Dhumachara,India,0,0,1,0
Sidi el Madani,Algeria,35.26816,-1.51178,1,38
Cocorote,Colombia,9.217508,-75.01058,1,0
Aguascalientes,Mexico,21.881796,-102.29127,2,5
Daryeabad,Tajikistan,38.552185,68.767441,2,0
Ain el Hammam,Algeria,36.570507,4.309434,2,3
Gachala,Colombia,4.69309,-73.52008,1,2
Bradas,Yugoslavia,42.940278,21.138056,1,0
Tursunzoda,Tajikistan,38.50845,68.225098,2,2
Gornja Klina,Yugoslavia,42.792222,20.783333,1,0
Dahmouni,Algeria,35.416684,1.476288,1,4
Oued Slama,Algeria,36.544966,3.104898,3,10
Jajce,Bosnia-Herzegovina,44.342222,17.265556,1,0
Nyiregyhaza district,Hungary,48.032723,22.04378,1,1
Port Harcourt,Nigeria,4.78482,7.00545,72,106
Kantyshevo,Russia,43.231167,44.642027,2,0
Bab Taza,Algeria,34.969015,-1.760799,1,2
Ouled Yahia,Algeria,36.714545,6.204395,1,8
Tabouzza,Algeria,36.28333,2.93,1,21
Imsouhal,Algeria,0,0,1,0
Lucilandia,Brazil,-16.049057,-51.269296,1,1
Friedrichshafen,Germany,47.651961,9.478503,1,0
Egerton,Kenya,-0.369713,35.93585,1,0
Mondka,Pakistan,29.966004,71.048467,1,6
Warburton,Pakistan,31.539805,73.833084,1,9
Sallent de Gallego,Spain,42.771591,-0.332227,2,2
Limabamba,Peru,-6.49817,-77.498503,1,0
Antipolo,Philippines,14.626186,121.125073,7,4
Ourith,Algeria,0,0,1,4
Bururi district,Burundi,-3.944733,29.619161,1,1
Hatimura,India,26.525066,91.639642,1,4
Enahs,Algeria,0,0,1,0
Heraoua,Algeria,36.766667,3.316667,1,28
Villeta,Colombia,5.01126,-74.470196,1,3
Narlikoy,Turkey,0,0,1,0
Kenduguri,India,26.76901,94.237106,1,0
Likoni,Kenya,-4.090508,39.647758,8,22
Uled Djilati,Algeria,0,0,1,15
La Cooperativa,Colombia,3.38834,-73.59278,1,12
Silanibari,India,0,0,1,7
Teliamura,India,23.841058,91.627699,2,2
Dhiil,Somalia,4.897913,46.577893,2,32
Khamir,Yemen,16.105633,43.978841,1,0
La Libertad district,Guatemala,16.950077,-90.613851,2,1
Chorroquito,Venezuela,8.366667,-69.266667,2,0
Laze,Bosnia-Herzegovina,43.965294,19.089116,1,2
Concordia,Colombia,0,0,2,5
Bituima,Colombia,4.871632,-74.539046,1,0
San Carlos district,Colombia,6.1876,-74.99429,1,1
Mtwapa,Kenya,-3.94066,39.753306,4,7
Kasese,Uganda,0.169899,30.078078,9,303
Valledupar district,Colombia,10.47692,-73.25049,2,5
Hato Viejo,Colombia,0,0,1,3
Malindi,Kenya,-3.220903,40.116146,5,8
Djakovica,Yugoslavia,42.38703,20.427579,1,1
Kucove,Albania,40.803889,19.914444,1,6
Hayut D.,Algeria,0,0,1,4
Pontal de Paranapanema district,Brazil,-22.851423,-48.464107,3,0
Dokan,Iraq,35.928637,44.964221,3,13
Feid-el-Botma,Algeria,34.530486,3.781609,1,20
San Agustin Loxicha,Mexico,16.016855,-96.615969,1,0
Ife,Nigeria,7.466666,4.566667,8,109
Comillas,Spain,43.385636,-4.291507,1,0
Nyamitanga,Burundi,-3.081667,29.797778,1,5
Pinogana,Panama,8.133333,-77.683333,1,0
Gjorm,Albania,40.314286,19.6431,1,0
Souhan district,Algeria,36.511808,3.19924,2,89
Ain Maabed,Algeria,34.8,3.133333,2,13
Celic,Bosnia-Herzegovina,44.71645,18.821489,1,1
Giraldo district,Colombia,6.680769,-75.953391,1,1
Cupiagua,Colombia,5.758927,-71.572395,2,1
Fomboni,Comoros,-12.28376,43.741621,2,0
Rio Javari district,Brazil,-4.160966,-70.551779,1,1
Childara,Tajikistan,38.78314,70.30417,1,0
El-Affroun,Algeria,36.46748,2.622848,1,8
Afafna,Algeria,0,0,1,1
Ain Smara,Algeria,36.266667,6.5,1,9
La Base,Colombia,3.50395,-75.98857,1,1
Banjud,Philippines,0,0,1,2
Vyborg district,Russia,60.678387,29.136381,1,1
Houaoura,Algeria,35.641667,0.442222,1,9
between Baraki and Sidi Moussa,Algeria,36.663855,3.099912,1,0
Omri,Algeria,35.696944,-0.633056,1,30
Ain Fezza,Algeria,34.877977,-1.235957,2,15
Bathia,Algeria,35.914533,1.837881,1,7
Beni Chaib,Algeria,35.819568,1.798192,1,24
Quamari,Algeria,0,0,1,30
Chimila,Colombia,9.866667,-74.733333,1,2
San Sebastian de Buenavista,Colombia,9.235879,-74.353031,1,0
Bakoumba,Gabon,-1.826427,13.014556,1,4
El Echuba,Algeria,0,0,1,15
Tisimsit,Algeria,35.607222,1.810556,1,17
Cherchell,Algeria,36.607122,2.196789,4,10
El Cerrito district,Colombia,3.68415,-76.31235,1,1
Tighenif,Algeria,35.417222,0.329722,1,21
Sidi Rais,Algeria,36.612427,3.124495,3,259
Muri,Somalia,0,0,1,9
Sidi Oudh,Algeria,0,0,1,6
Mariquita,Colombia,5.19778,-74.89708,1,0
Soupi,India,0,0,2,6
Etafoune,Senegal,12.433333,-16.4,1,3
Garut,Indonesia,-7.216667,107.9,1,0
Khasavyurt,Russia,43.248554,46.597836,83,59
Ovejas,Colombia,9.52358,-75.23069,3,16
Ado-Ekiti,Nigeria,7.620713,5.218291,5,2
Orestiada,Greece,41.50695,26.531533,1,0
Arib,Algeria,36.287804,2.065822,3,39
Guatape,Colombia,6.23384,-75.1617,3,12
Beni Messous,Algeria,36.783146,2.983242,1,50
Ovejas district,Colombia,9.52358,-75.23069,2,6
Ankudar,India,0,0,1,30
Boumkilinj,Senegal,13.05,-15.7,1,5
Djibinor,Senegal,12.545556,-16.259167,1,9
Rincon de la Victoria,Spain,36.715666,-4.275504,2,0
Modrica district,Bosnia-Herzegovina,44.95665,18.298429,1,0
Derventa,Bosnia-Herzegovina,0,0,1,0
Tonganya,Burundi,0,0,1,9
Pijiguay,Colombia,9.611277,-75.248047,1,6
El Pegol,Colombia,0,0,1,2
Yali district,Colombia,6.6752,-74.84211,1,0
Villa del Rosario,Colombia,7.83372,-72.474228,3,0
Agua Bonita,Colombia,0,0,1,1
Cerro La Pita,Colombia,0,0,1,2
Dubanza P.,Burundi,0,0,1,0
Rutegama,Burundi,-3.34202,29.484309,2,10
Gitaza,Burundi,-3.616368,29.345863,1,5
Santhiaba Mandjack,Senegal,0,0,1,26
Mazar,Algeria,36.88523,3.737971,2,18
La Vareda La Linda,Colombia,6.97125,-75.69982,1,1
Elista,Russia,46.316667,44.266667,1,0
Amadiyah,Iraq,37.0925,43.487222,4,3
Gaba,Burundi,0,0,1,3
Verti,Iraq,0,0,1,22
El Vergel,Colombia,0,0,1,1
Paratebueno,Colombia,4.375212,-73.211334,1,0
Ujungpandang,Indonesia,-5.134485,119.41877,2,0
Alban,Colombia,4.877025,-74.437413,1,3
Warri,Nigeria,5.52372,5.753167,35,41
El Carmen de Bolivar,Colombia,9.71809,-75.12097,2,10
Manatuto,Indonesia,-8.516667,126.016667,1,11
Karamacounda,Senegal,0,0,1,1
Ogaden district,Ethiopia,7.558622,41.727836,1,2
Madama,Niger,21.93545,13.626142,2,5
Los Altos de Chiapas,Mexico,16.662612,-92.733087,1,2
Beni Slimane,Algeria,36.34889,2.75472,2,56
Sidi Hamadouche,Algeria,35.299167,-0.548889,1,6
Between Cheraga and Ain Benian,Algeria,36.796287,2.920383,1,3
Buicaren V.,Indonesia,-8.913945,126.280736,1,3
Hano,Peru,0,0,1,1
Haouch Bouniou,Algeria,0,0,1,8
Rio Chado,Colombia,7.46778,-76.64501,2,1
El Parador del Cuslana,Colombia,0,0,1,0
Kalitakuchi,India,26.158025,91.842904,1,5
Ondo,Nigeria,6.845507,4.907767,1,0
Gihungwe,Burundi,-3.149295,29.250015,1,20
