City,Country,latitude,longitude,n_incidents,n_kill
Bascaran,Philippines,13.102427,123.700122,2,0
El Kadiria,Algeria,36.534743,3.681965,1,2
Sadr El-Heytan,Egypt,31.229982,34.228489,1,2
Haret Hraik,Lebanon,33.851601,35.511871,2,6
Wadi Khaled,Lebanon,34.617528,36.376405,1,0
Khannesin,Afghanistan,30.550198,63.78606,7,98
Hisarak district,Afghanistan,34.289248,69.770189,16,121
Aigejang,India,24.957269,94.114759,1,0
Behiang,India,24.006973,93.557786,3,4
Nzorov,Nigeria,7.362467,8.843079,3,9
Lambagang,Philippines,7.054,124.672,1,0
Panjur,Pakistan,26.972136,64.114571,1,0
Awdiinle,Somalia,2.493109,43.477535,6,12
Al-Debis,Iraq,35.46883,44.39098,2,2
Lampagang,Philippines,7.384258,124.84497,1,0
Karmiel,Israel,32.9149,35.292006,1,0
Kacha Pakka,Pakistan,33.60463,71.269555,1,2
Kajran district,Afghanistan,34.90733,67.189449,4,5
New Tuburan,Philippines,7.108335,125.038816,1,0
Tipton,United Kingdom,52.526144,-2.066317,1,0
Mir Bacha Kot district,Afghanistan,34.697026,69.273548,1,1
Quibaol,Philippines,16.005906,120.233149,1,0
Manawashi,Sudan,12.6905,24.994047,1,8
Korbagh,Afghanistan,34.966667,71.033333,1,1
Kateman,Philippines,6.935,124.373056,1,7
Karuzi,Burundi,-3.100096,30.163019,1,3
Cagbaoto,Philippines,8.963333,126.278056,1,1
Nubl,Syria,36.377281,36.993607,4,14
Zahra,Syria,36.226239,37.46814,6,14
Hadra,Iraq,36.288563,42.912254,1,0
Deir Attiyeh,Syria,34.097931,36.770164,2,15
Burshi,Russia,42.031444,47.063627,2,6
Simpang Ulin,Indonesia,5.108851,97.578898,1,0
Oicha,Democratic Republic of the Congo,0.696877,29.519697,11,65
Aor,Afghanistan,31.634676,62.462339,1,0
Dalbadin,Pakistan,28.893738,64.405846,1,0
Karam al-Qawadiysh,Egypt,30.608472,33.617577,1,0
Jamuria,India,23.705523,87.0766,4,1
Mangalkote,India,23.527059,87.899068,1,1
Barabo,Philippines,8.537056,126.119442,1,0
Isabela district,Philippines,6.665631,121.983547,1,1
Cabayugan,Philippines,10.17425,118.871331,1,0
Gorna,India,18.684729,80.989242,1,1
Burka district,Afghanistan,36.188875,69.333129,13,91
Khushtada,Russia,42.518333,46.172778,1,1
Mahdia,Iraq,35.342015,43.939362,1,0
Ghwaa,Nigeria,11.089722,13.688376,1,0
Kaliachak,India,24.860545,88.018248,3,1
Mushaka,Afghanistan,33.464004,68.369538,1,1
Manchok,Nigeria,9.67031,8.512779,2,9
Matibay,Philippines,6.660501,122.138992,3,1
El Charco district,Colombia,2.47611,-78.1169,1,0
Musa Killay,Pakistan,32.320237,69.859741,1,3
Riffa,Bahrain,26.13,50.555,1,0
Bayabas,Philippines,8.96667,126.26667,2,4
Kumbhariput,India,19.021376,83.280034,4,3
Kanaker,Syria,33.267906,36.102062,1,3
Khuean Bang Lang,Thailand,6.157117,101.325944,1,0
Butkhak,Afghanistan,33.999938,69.019532,1,8
Kamar,Pakistan,34.768611,71.591111,1,2
Badan,Pakistan,34.789406,71.46608,2,5
Basuachak,India,25.051842,86.190081,1,0
Sarwan Kala,Afghanistan,33.693056,69.345278,3,2
Siahgard district,Afghanistan,35.005278,68.855556,1,2
Banag-Banag,Philippines,8.895,125.775278,1,7
Jbala,Iraq,32.748446,44.609628,1,2
Jiyanpur,India,26.15308,83.332413,1,2
Gulalkandi,India,24.590142,92.382596,1,0
Yaka Tut,Afghanistan,35.627754,64.83728,2,4
Bodai,India,22.800198,88.486283,1,1
Lakshmikantapur,India,22.104615,88.319072,1,1
El Mordisco,Colombia,6.68301,-71.68358,1,15
Abu Soweir,Egypt,30.562224,32.111443,1,0
Bagdad,Egypt,30.65881,33.717453,1,0
Dusong Payae,Thailand,6.828057,101.3885,1,2
Badhadhe district,Somalia,-1.030601,41.504919,2,0
Pasawand,Afghanistan,34.098159,64.895325,1,2
Sayed Karam district,Afghanistan,33.712222,69.479722,6,10
Aparecida,Brazil,-22.848195,-45.227283,1,0
Gambhira Ghat,India,26.22642,90.000836,1,0
Basmaya,Iraq,36.34,43.13,1,2
Donetsk,Ukraine,47.981647,37.762325,195,444
Arihah,Syria,35.813972,36.609917,7,35
Geet,India,24.167555,88.270819,1,1
Raidighi,India,22,88.433333,1,0
Kasba,India,23.730728,87.655647,1,0
Nauni,India,23.241425,84.503732,1,2
Ghwareja,Pakistan,35.048056,72.3925,1,1
Yusufkhel,Afghanistan,33.05378,68.652054,1,2
Maidani,Afghanistan,34.704444,70.239444,3,6
Kajishah,India,23.9333,88.25,1,1
Barang,Pakistan,34.597288,71.632107,3,7
Unchdih,India,22.616173,85.815343,1,3
Thudiyalur,India,11.087281,76.939387,1,0
Tal Hadiya,Syria,35.996597,36.938999,1,1
West Singhbhum,India,22.462537,85.520024,1,1
Samurou,India,24.690458,93.903722,1,0
Wat,Thailand,6.730037,101.303403,2,0
Tantil,Afghanistan,34.95378,70.94126,1,0
Mansoura,Egypt,31.041021,31.377196,5,22
Bakuliaghat,India,26.180755,93.587917,1,1
Bashmaya,Iraq,36.34,43.13,2,11
Laman,Afghanistan,34.752222,63.104167,2,1
Sidra,Sudan,12.457468,30.751757,17,30
Bornova,Turkey,38.471146,27.217818,3,0
Malik Shaga,Pakistan,34.002579,71.382477,1,1
Saar,Bahrain,26.191792,50.484642,4,0
Thul,Pakistan,28.248983,68.777084,8,5
Sarkani,Afghanistan,34.802528,71.214638,1,3
Betong district,Thailand,5.779625,101.048271,2,3
Kumbur,Nigeria,9.069594,9.94571,1,6
Quraiya,Bahrain,26.200018,50.463268,1,0
Panglima Estino,Philippines,5.956833,121.196044,1,1
Zangali,Pakistan,33.860367,71.54254,1,0
Dalang,Sudan,12.050744,29.660196,4,11
Imam Dherai,Pakistan,34.798656,72.381596,1,1
Koshak,Pakistan,28.886617,66.595316,2,0
Kochav HaShachar,West Bank and Gaza Strip,31.959954,35.348933,3,0
Spin Tal,Pakistan,33.366449,70.546475,1,10
Naseerabad,Afghanistan,33.304379,62.154194,1,0
Pewar Tangi,Pakistan,33.692988,70.333947,1,2
Balagatas,Philippines,14.616869,120.567613,1,1
Kasserine,Tunisia,35.170721,8.829889,6,14
Henchir Attel,Tunisia,35.184191,8.806715,1,0
Oriani,Pakistan,29.673863,68.715498,1,0
Al-Taizziyah district,Yemen,13.716706,44.096954,1,0
Masantol,Philippines,14.9,120.716667,1,1
Samkani district,Afghanistan,33.794348,69.800511,1,2
Batino,Philippines,14.201882,121.137636,1,1
Polomoguin,Philippines,7.051825,124.504635,1,1
Kandgal,Afghanistan,34.944444,70.952222,1,2
Dablan,Syria,34.857777,40.575726,1,10
Killi Tarata,Pakistan,30.59276,67.027524,1,1
Salbo,Philippines,6.937622,124.43042,4,1
Khak Jabra,Afghanistan,34.4,69.483333,1,2
Guzara district,Afghanistan,34.214073,62.179656,9,13
Taryak,Afghanistan,34.26539,62.28151,1,1
Carretonan,Philippines,13.835663,120.64927,1,0
Mhamdia,Tunisia,36.654029,10.079684,1,0
Chottu,Pakistan,29.941845,66.664824,1,0
Lam Mai,Thailand,6.574715,101.201382,8,5
Esorhe,Pakistan,32.974638,70.14558,1,0
Bebe Anac,Philippines,14.879998,120.708386,1,1
Sulangi,India,19.974869,81.053303,2,1
Hazar Qadam,Afghanistan,32.914211,66.568947,1,4
Dolaithabi,India,25.006355,94.02804,1,0
Bilchiragh district,Afghanistan,35.843639,65.23667,3,3
El Chimbo,Honduras,14.132796,-87.122389,1,0
Khas Kunar district,Afghanistan,34.61745,70.974263,13,1
Dijlah,Iraq,34.373264,43.76318,7,37
Shora,Iraq,35.96667,43.61667,2,6
Al-Radmah district,Yemen,14.213233,44.560995,1,0
Ba-ngoi Sinae,Thailand,6.473609,101.346077,1,1
Jekae,Thailand,6.254148,101.729605,1,0
Rahim Yar Khan,Pakistan,28.426883,70.304247,9,7
Alhmeirah,Iraq,35.329201,43.943679,1,2
Tepa,Thailand,6.840533,100.940609,2,0
Budaiya,Bahrain,26.215823,50.44972,2,0
Chushul,India,33.602895,78.656086,1,1
Pa Rai,Thailand,6.689244,101.217113,3,0
Mapaang,Philippines,7.369444,125.888333,1,0
Baguer,Philippines,7.271248,124.480119,1,3
Abadam,Nigeria,13.61817,13.26524,4,42
Limbayan,Philippines,7.296944,124.028056,1,1
Kudhwan,India,24.955607,84.487294,1,0
Khoibu,India,24.529594,94.204109,1,0
Chabang Tiko,Thailand,6.867859,101.252068,1,1
Mannagh Air Base,Syria,36.521944,37.041111,1,10
Tawilah district,Yemen,15.488754,43.763244,9,2
Qasab,Afghanistan,36.61313,68.84755,1,0
Alaminos,Philippines,14.063056,121.248056,1,3
Ataq district,Yemen,14.563333,46.831667,2,0
Machh district,Pakistan,29.880988,67.337753,4,0
Kg Lamda,Thailand,6.588388,101.25684,1,0
Charopae,Thailand,6.075992,101.297732,1,2
Masozai,Pakistan,33.781216,70.445066,1,1
Bo Ngo,Thailand,6.19824,101.752571,3,1
Anbakiya,Iraq,33.555773,44.599672,2,15
South Jakarta,Indonesia,-6.268991,106.806039,1,0
Lashora,Pakistan,34.726165,71.492543,2,1
Niage,Pakistan,34.766074,71.41021,1,0
Nabundas,Philippines,6.8877,124.49574,5,3
Nengkhra,India,25.501158,90.690783,1,0
Lintukan,Philippines,7.017999,124.500099,1,0
Labboune,Lebanon,33.096174,35.149165,2,0
Miryan,Pakistan,32.881667,70.916389,7,1
Al-Milah,Yemen,13.518333,44.866111,1,4
Bakhshapur,Pakistan,28.376389,69.363889,2,3
Shariff Saydona Mustapha,Philippines,6.967536,124.500067,3,4
Ciputat,Indonesia,-6.307706,106.717567,1,1
Kanglatonbi,India,24.966575,93.880803,1,0
Daraban,Pakistan,31.730465,70.336716,4,3
Palai,Pakistan,34.538025,72.138412,3,1
Ghani Khel,Afghanistan,34.187222,70.823056,18,50
Bhiria,Pakistan,26.887014,68.280709,1,0
Dammaj,Yemen,16.893793,43.803213,8,29
Thondamuthur,India,10.989054,76.84127,1,0
Laudha,India,23.592936,80.903106,1,0
Bhara Kahu,Pakistan,33.671638,73.056068,1,2
Shakhdalatkhel,Pakistan,33.560565,70.337563,1,2
Dona Remedios Trinidad,Philippines,14.975632,121.068392,1,3
Akowonjo,Nigeria,6.58356,3.293578,1,0
Dawr district,Iraq,34.440817,44.172027,120,23
Moniram Lakethe,India,26.162961,93.465358,1,0
Koski Nengsat,India,25.750101,90.663075,1,1
Al-Zubeidiyah,Iraq,32.760212,45.172949,1,4
Tumbras,Philippines,7.148118,124.471879,1,0
Kibleg,Philippines,7.077981,124.177179,3,0
Ngom,Nigeria,11.933532,13.603807,2,53
El Placer Corregimiento,Colombia,0.425278,-76.905278,1,1
Sfeira,Syria,36.019809,37.196274,1,0
Labweh,Lebanon,34.196331,36.357601,13,3
Phuleji,Pakistan,28.995,68.348333,2,0
Muang Tia,Thailand,6.682169,101.272632,1,0
Hyatabad,Pakistan,33.976307,71.437157,2,0
Dabkot,Pakistan,32.290282,69.542229,1,0
Sro Kallay,Pakistan,34.212446,71.516171,1,0
Pagsanjan,Philippines,14.272535,121.453144,1,0
Rongcheck Akong,India,25.567169,90.525782,1,1
Albu Jahash,Iraq,36.230981,42.241573,1,0
Gapan City,Philippines,15.296107,120.965538,1,4
Udalguri district,India,26.745469,92.095702,4,2
Chapaguri,India,26.503757,90.547124,1,0
Batabori,India,26.376618,92.356469,1,0
Derqad,Afghanistan,37.384506,69.454056,1,1
Al-Dur district,Iraq,34.440817,44.172027,2,2
Al-Jubayliyah,Iraq,34.19421,43.874931,1,0
Assiut,Egypt,27.181122,31.179426,2,1
Koragaz,Afghanistan,32.109447,61.883274,2,10
Barae Nua,Thailand,6.575296,101.632844,1,0
Dozan,Pakistan,29.939959,67.187529,1,3
Karukh district,Afghanistan,34.510441,62.669419,9,23
Labaatan Jirow,Somalia,3.533158,43.753769,1,0
Marsa Matrouh,Egypt,31.335899,27.248632,1,0
New Cairo,Egypt,30.026531,31.456419,4,1
Zoar,Afghanistan,34.806159,70.978456,1,0
Parmoli,Pakistan,34.268424,72.357752,1,3
Libertad,Philippines,8.141655,123.339472,5,3
Tha Sai,Thailand,13.866642,100.496338,1,0
Yaaq Bari Weyne,Somalia,2.667362,44.689036,4,24
Nes,Philippines,7.154569,124.497778,1,0
Barobisha,India,26.469478,89.804903,1,0
Muhammad Agha district,Afghanistan,34.216682,69.095181,3,5
Ladayon,Philippines,7.435278,125.225278,1,0
Bet Shemesh,Israel,31.741533,34.988609,1,0
Boyra Bazar,Bangladesh,22.834098,89.532896,1,0
Kajuru,Nigeria,10.324286,7.6833,1,3
Ghazi Baig,Pakistan,34.343333,71.236667,1,0
Hafezan district,Afghanistan,34.286389,70.372222,1,1
Kayukhla,Thailand,5.97185,101.923607,1,0
Beheira,Egypt,30.514758,30.343551,1,1
Ladia,Philippines,7.286944,124.340278,3,0
Masurtoli,India,24.047091,85.355331,1,1
Band-e Amir,Afghanistan,34.835293,67.210995,1,0
Qariyah Asriyah,Iraq,32.88018,44.386963,2,1
Rangmai,India,25.330097,90.563609,1,1
Wanghin,Thailand,6.238855,101.293151,1,0
Marchak,Afghanistan,35.810528,63.134632,8,45
Ruiru,Kenya,-1.150226,36.955406,1,0
Al-Madaen,Iraq,33.100529,44.584492,1,3
Salvacion,Philippines,13.092207,123.500619,1,0
Kaluwo,Thailand,6.334494,101.866362,1,1
Janale,Somalia,1.808302,44.695141,18,124
Coos Bay,United States,43.366501,-124.21789,2,0
Jar Khoshk,Afghanistan,36.247833,68.778137,3,9
San Leonardo,Philippines,15.369943,120.962162,1,0
Bakewar,India,26.661729,79.180695,1,1
Segerea,Tanzania,-6.813546,39.239418,1,0
Singhanakhon,Thailand,7.263032,100.506248,1,2
Saro Kallay,Pakistan,34.217222,71.555556,3,1
Kero,Thailand,6.54085,101.536173,2,5
Kala,Thailand,6.437467,101.003311,1,0
Hesarak district,Afghanistan,34.283562,69.883565,3,4
Las Navas,Philippines,12.339499,125.033855,2,4
Mechili,Libya,32.160595,22.283691,2,1
Idinthakarai,India,8.18027,77.745302,1,0
Tsunami Nagar,India,10.688703,79.848931,1,0
Aakherobh,Egypt,31.164414,33.964448,1,0
Sakwar,Pakistan,35.889259,74.388156,1,1
Samurindo,Colombia,5.582507,-76.648491,1,0
Awneera,India,33.762523,75.024433,1,1
Harlow,United Kingdom,51.767787,0.087806,1,0
Sunki,India,18.500361,83.04822,2,5
Maloong,Philippines,6.69651,122.078771,1,2
Malawi district,Egypt,27.776823,30.781921,1,1
Jurf al-Sakhar district,Iraq,32.86581,44.214286,17,4
Muuri,Somalia,2.033129,45.028446,5,3
Ispilanji,Pakistan,29.690439,66.933775,1,0
Damasak,Nigeria,13.042406,12.544145,3,61
Portishead,United Kingdom,51.485286,-2.767633,1,0
Mercaderes district,Colombia,1.803799,-77.168663,2,0
Al-Said district,Yemen,14.285182,46.865603,1,0
Sahla,Bahrain,26.204552,50.534554,1,0
Khwaja Gang,Pakistan,34.309987,72.046816,1,1
Magnaga,Philippines,7.17124,125.894394,2,1
Aguid,Philippines,17.083333,120.9,1,1
Buruun,Philippines,7.823176,124.419824,1,1
Qarluq,Afghanistan,37.037092,69.176681,1,13
Festac Town,Nigeria,6.466445,3.283514,1,3
Labous,Yemen,13.148959,44.85055,1,1
Huth district,Yemen,16.234289,43.97843,1,7
Malimba,Philippines,15.260556,120.971944,2,0
Shilong,India,25.41847,91.743622,1,0
Khoupum,India,24.654662,93.447772,2,0
Kuru,Nigeria,9.716667,8.85,1,6
Jafarabad,Pakistan,28.009182,67.84906,4,0
Pakhtunabad,Afghanistan,33.519796,68.572411,1,3
Jallozai,Pakistan,33.927608,71.807838,1,0
Gott Sardar Khan,Pakistan,28.397913,68.381975,1,0
Baharak district,Afghanistan,37.274053,71.113586,16,29
Ofu,Nigeria,7.30283,7.03817,1,0
Sejou,Syria,36.212859,37.158951,1,1
Karko,Pakistan,27.686447,66.137065,1,0
Chang Phuek,Thailand,5.987041,101.570281,1,0
Ayn al-Jahesh,Iraq,35.99588,42.829136,6,27
Nurgaram district,Afghanistan,35.083333,70.466667,4,17
Yafaa,Yemen,13.861944,45.201389,1,5
Damashika,Yemen,15.348074,45.165024,1,0
Abdurrahim,Afghanistan,33.292648,68.401894,2,7
Mkeshiefa,Iraq,0,0,1,1
Gajiram,Nigeria,12.486937,13.2086,2,25
Hakajang,India,23.482377,84.361768,1,1
Maaloula,Syria,33.843739,36.547043,4,42
Bongyang,India,24.411534,94.059016,1,0
Calapan City,Philippines,13.377094,121.164571,1,1
Bulabulin Ngabura,Nigeria,11.298659,13.672606,1,8
Aswan,Egypt,24.088938,32.899829,5,3
Wadyan,Bahrain,26.169081,50.614277,1,0
Jasooki,Pakistan,32.479122,73.981534,1,7
Burgum,India,19.122463,81.521931,2,2
Gagran,India,33.709209,74.845108,2,4
Albu Kamal,Syria,34.451935,40.91119,4,9
Al-Quraya,United Arab Emirates,25.239444,56.360556,1,0
Dilaraam district,Afghanistan,32.163889,63.430833,1,1
Garden Town,Pakistan,30.16318,71.401735,1,1
Ait Aggouacha,Algeria,36.617409,4.270127,1,2
Pateer,Afghanistan,37.234846,71.057908,1,1
Badani,Pakistan,26.61336,67.69896,1,3
Beni Shiek,Nigeria,11.80378,12.49035,5,177
Band-e Barq,Afghanistan,31.823601,64.564087,1,2
Berdaale,Somalia,3.256582,43.915852,2,2
Shamli district,India,29.449923,77.310803,1,1
Mawkyrwat,India,25.325891,91.2506,1,0
Kamar Sar,Pakistan,34.34833,71.29278,1,0
Maksar al-Hesan,Syria,34.811733,37.306316,1,22
Suleyman-Stalsky district,Russia,41.677877,48.165795,2,5
Hwaish,Iraq,33.934245,45.140991,1,3
Kottamateru,India,18.352486,81.953482,1,1
Alfei Menashe,West Bank and Gaza Strip,32.170631,35.014858,2,1
Bakura district,Nigeria,10.4,6.616667,1,1
Thung Yangdaeng district,Thailand,6.627258,101.445366,1,5
Suntsar district,Pakistan,25.51519,62.003042,1,3
Kiwan,Iraq,35.329201,43.943679,2,4
Manogi,Afghanistan,34.926475,71.1026,1,2
La Llanada,Colombia,1.642231,-77.816391,1,0
Shubra Al Kheima,Egypt,30.135777,31.26964,1,0
Belenoluk,Turkey,37.920832,42.776827,1,0
Matnog,Philippines,12.615547,124.05756,3,1
Pitu Mudi,Thailand,6.736582,101.285841,3,3
Jaishidhi,India,25.97461,92.909838,1,0
Sar Howza,Afghanistan,33.004057,69.047592,1,1
Malagan,Pakistan,32.37056,70.63583,1,0
Sibiti,Republic of the Congo,-3.684129,13.350319,1,2
Baashiqah,Iraq,36.451707,43.342042,1,27
Darra,Pakistan,34.81556,71.5136,1,1
Awdiinle district,Somalia,3.17079,43.40876,1,3
Nekmanda,Afghanistan,32.548356,65.951199,1,1
Hafriyah,Iraq,32.98306,44.83333,7,18
Dulikhel,Nepal,27.616667,85.55,1,0
Barwal Bandai,Pakistan,35.09054,71.76357,1,3
Janikhel,Pakistan,32.800575,70.49556,3,1
Rohia,Tunisia,35.65129,9.05306,1,0
Kanjiyaar,India,24.795728,84.999721,1,2
Chughali,Afghanistan,32.255,64.79286,1,1
Tal Abyad,Syria,36.691938,38.951152,1,0
Ad-Dana,Syria,36.213078,36.769512,3,19
Salihiyah,Egypt,30.733482,31.967124,1,2
Yatma,West Bank and Gaza Strip,32.109115,35.268124,1,0
Garobadha,India,25.587814,90.023332,2,2
Mariwada,India,18.8,80.8167,1,2
Kabulcha,Afghanistan,34.855085,63.486204,1,3
Amarut,India,24.505096,84.897175,1,2
Annacotty,Ireland,52.668043,-8.537676,1,0
Bailadilla,India,18.69544,81.221995,1,0
Keffi,Nigeria,8.841312,7.876325,1,0
Al-Alqa,Yemen,14.4,47.93333,1,0
Al-Shabwan,Yemen,15.54535,45.40037,1,0
Khawlan,Yemen,15.185168,44.493661,1,0
Jabburin,Syria,34.845768,36.672234,1,9
Bulabulin,Nigeria,11.3863,12.9111,5,116
Ballitore,Ireland,53.009742,-6.81563,1,0
Bandua,India,23.90216,84.601235,1,1
Chuku,India,23.924486,84.600809,1,0
Labuan,Philippines,7.096754,121.903218,1,3
Chakisar,Pakistan,34.784982,72.765771,2,2
Mayfaah,Yemen,14.279772,47.575336,1,8
Ain Ba Maabad,Yemen,14.05,47.9,1,1
Shaarei Tikva,West Bank and Gaza Strip,32.120568,35.027207,1,1
Mir Khan,Afghanistan,33.150861,68.133186,1,5
Zhay,Afghanistan,32.39689,66.838167,1,6
Charduar,India,26.868715,92.780945,1,0
Khan Nagar,India,15.387448,76.038466,1,0
Tangi Abreshom area,Afghanistan,34.4952,70.073443,1,1
Kibanban district,Philippines,8.783365,124.820655,1,6
Lower Dir district,Pakistan,34.851148,71.919924,2,18
Mulig,Philippines,7.073914,125.464452,1,0
Bara Kala,Afghanistan,33.05,68.216667,1,3
Asmar district,Afghanistan,35.029714,71.354248,6,11
Jandool,Pakistan,34.886553,71.661978,1,1
Simunul,Philippines,4.897277,119.84869,1,0
Polonguguen,Philippines,7.18478,124.494066,1,0
Shah Mirza,Afghanistan,36.75,66,1,0
Malabog,Philippines,7.188989,125.456432,3,1
Arwan district,Pakistan,26.101188,65.472164,1,0
Konjak,Afghanistan,34.014552,69.192392,1,0
Mashkai,Pakistan,26.91126,65.570785,17,23
Kabacan district,Philippines,7.113008,124.808432,2,0
Gerda Sarai district,Afghanistan,33.706199,69.383108,1,2
Multijhara,India,26.312427,92.537383,1,2
Zahri,Pakistan,27.795215,66.491078,1,1
Awek,India,25.562406,91.289631,1,1
Rankus,Syria,33.755295,36.388622,1,30
Mostorod district,Egypt,30.146909,31.277878,1,0
Kuran Wa Munjan,Afghanistan,36.066862,70.787201,2,4
Adukkamparai,India,12.844527,79.136824,1,0
South Tangerang,Indonesia,-6.319618,106.756077,1,0
Laban,India,25.560949,91.86852,1,0
Komkang,India,24.832857,94.534378,1,0
Al-Qusayma,Egypt,30.666689,34.368584,1,1
Zangang,Nigeria,9.62948,8.531306,2,12
Jurdab,Bahrain,26.168217,50.571804,1,0
Makintamari,Nigeria,11.645,12.451389,1,4
Gujba,Nigeria,11.501058,11.93338,1,40
Benisheik,Nigeria,11.808727,12.495786,1,7
Kambiron,India,24.727419,93.373157,4,0
Cadalian,Philippines,7.149403,125.376114,1,1
Abou Qorqas,Egypt,27.929867,30.838026,1,0
Kahlan,Yemen,16.965937,43.795875,1,1
Culasian,Philippines,8.677388,117.341767,1,0
Sirinler,Turkey,39.071231,40.769663,1,0
Al-Nahrawan,Iraq,33.375759,44.702866,2,1
Mashkai district,Pakistan,26.913712,65.458628,1,2
Sheikh Kali,Pakistan,34.706111,71.433056,1,1
Kadudo,Thailand,6.380375,101.225292,1,4
Mahaday district,Somalia,2.297382,45.798376,1,0
Parwan,Pakistan,27.069693,65.55468,2,0
Nokjo,Pakistan,28.386432,66.227987,1,0
Mayfa,Yemen,14.09998,48.717017,1,4
Karaj,Iran,35.82711,50.98037,3,4
Lisfarrell,Ireland,53.703948,-7.700494,1,0
Al-Khadraniyah,Iraq,35.503679,43.112189,1,0
Bachevsk,Ukraine,51.8475,34.271111,1,1
Birgunjon,Nepal,27.134111,85.064907,1,1
Patan district,Afghanistan,33.478245,68.906258,1,8
Dandar,Pakistan,26.153856,64.466194,2,0
Mashahda,Iraq,33.568693,44.436439,1,1
Sufayl,Yemen,15.41667,48.53333,1,0
Hoshab,Pakistan,26.008619,63.891228,14,8
Qabak,Iraq,36.500431,42.438282,2,19
Mawlai,India,25.607095,91.883918,1,0
Muslimabad,Pakistan,34.160468,72.399553,2,1
Bisono,Dominican Republic,19.562853,-70.867785,1,0
Al-Tour,Egypt,28.245118,33.622913,1,6
Khar district,Pakistan,34.72978,71.521714,1,1
Barrancabermeha,Colombia,7.100893,-73.846207,1,0
Beade,Spain,42.326524,-8.128394,1,0
Ghulam Mohammad Khoso,Pakistan,26.526375,67.787692,1,0
Yak Mach,Pakistan,28.748056,63.858149,1,0
Kultali,India,22.986757,87.854976,1,1
Hasna,Egypt,30.4653,33.785694,7,20
Garmsir district,Afghanistan,31.131124,64.213042,13,78
Nahr al Hafriyah district,Iraq,32.992722,44.850572,1,8
Motphran,India,25.578221,91.874976,1,1
Ban Yaning,Thailand,6.24053,101.820943,1,2
Saba Yoi district,Thailand,6.501635,100.845173,3,0
Na Thawi district,Thailand,6.67244,100.659671,1,0
Sakom,Thailand,6.890563,100.813054,1,0
Boshehra,Pakistan,33.778025,70.258727,1,0
Subing district,Thailand,6.094448,101.772683,1,0
Roxborough,Trinidad and Tobago,11.250852,-60.576499,2,0
Guapo,Trinidad and Tobago,10.179274,-61.64929,1,0
Taungoo,Myanmar,18.933333,96.433333,1,2
El Fashir,Sudan,13.624196,25.344978,15,10
Rumangabo,Democratic Republic of the Congo,-1.3575,29.368889,2,6
Umsning,India,25.746808,91.889168,2,0
Creek Town,Nigeria,4.99086,8.278222,1,0
Brosh,West Bank and Gaza Strip,31.942817,35.257178,1,1
Piagapo,Philippines,8,124.2,2,4
Chishti Sharif district,Afghanistan,34.340449,63.752884,9,24
Duhab district,Afghanistan,35.51078,71.00575,1,7
Lumba Caunayan,Philippines,7.724852,124.23769,1,1
Damboli,Pakistan,29.091445,67.971445,1,0
Pulka,Nigeria,11.22223,13.783822,9,53
Takhteh Pol,Afghanistan,31.32762,65.95002,3,6
Kot Khadak,Pakistan,32.155,70.1455,1,1
Nierteti,Sudan,12.941966,22.867841,4,0
Saky,Ukraine,45.12874,33.604305,1,0
Bishuram Basti,India,24.467444,92.557127,1,0
Tubli,Bahrain,26.188889,50.55,1,0
Doroluman,Philippines,7.347222,125.092222,3,1
Sagaing,Myanmar,21.88071,95.984511,2,0
Ronvnoe,Ukraine,44.946326,34.154146,1,0
Guipos,Philippines,7.734925,123.323692,1,0
Kamphaeng Saen,Thailand,14.020688,99.980537,1,1
Namhkan,Myanmar,23.83294,97.68115,3,2
Ghardimaou,Tunisia,36.449268,8.436416,3,0
Pathara,India,24.830603,84.086728,1,7
Goubellat,Tunisia,36.542592,9.662453,1,2
Abyan,Yemen,13.634345,46.057038,1,1
Az Zahir,Yemen,13.96294,45.465015,3,15
Gorongosa district,Mozambique,-18.685277,34.26477,5,19
Taraka,Philippines,7.899722,124.347394,1,1
Bagoinged,Philippines,7.054223,124.671042,1,0
Kudal,Philippines,7.016667,124.7,1,0
Ahwar,Yemen,13.51633,46.711048,11,44
Dugulubgei,Russia,43.657106,43.531557,1,2
Nejrab district,Afghanistan,34.96728,69.569336,1,9
Longos,Philippines,15.934444,120.3725,2,2
Panj Qala,Afghanistan,34.916706,69.208054,1,1
Mulayhah,Syria,33.484444,36.377289,2,18
Furao,Philippines,17.032997,121.798605,1,1
Hulupare,Thailand,6.261429,101.761875,2,2
Kilifi,Kenya,-3.629032,39.851755,1,1
Garsmir district,Afghanistan,30.194004,64.150932,1,0
Abu Saiba,Bahrain,26.217348,50.504264,1,0
Duruwa,Nepal,28.049155,82.312629,1,0
Maar,South Sudan,6.89375,31.36775,2,46
Paker,South Sudan,7.179238,32.358821,1,26
Jugasaipatna,India,19.740027,83.191938,1,0
Logomani,Nigeria,12.203506,14.01755,3,49
Nampisha,India,24.723562,94.486557,1,0
Kawuri,Nigeria,11.72805,13.298986,2,8
Mansoureh,Lebanon,34.424243,36.412609,1,0
Fuwwah,Yemen,14.474749,49.03429,3,0
Sarkai,Pakistan,34.779667,71.689532,1,0
Goniri,Nigeria,11.485018,12.311891,8,207
Ukum district,Nigeria,7.651796,9.730322,3,20
Thamnapokpi,India,24.508812,93.760016,2,0
Maringue,Mozambique,-17.862136,34.597132,1,0
Tamada,Egypt,29.668961,34.303909,1,1
